,cleaned_text,topic_hl,topic_hl_encoded
2301,"✉ Reply n. 343 👑
Reply from TRH The Duke and Duchess of Sussex on the occasion of their 1st wedding anniversary
----------------------
#royalmail #royalletters #royalreply #meghanmarkle #princeharry ",Royal Reply,5
1176,"Walkout by sorting office workers at Barnsley Royal Mail after coronavirus outbreak

Workers walked out yesterday after colleagues tested positive for coronavirus
 #COVID__19 ",Customer Service,0
1846,@GurneyJohn @David__Osland at least when the #royalmail are on strike i don't have to put the junk mail in the bin,Customer Service,0
233,The postman has his phone stuck to his ear with an elastic band! #royalmail,Customer Service,0
1356,And people wonder why i am moaning about having no post for a week... if my parents letter for jab was posted -what if they missed their appointment for it due to no post arriving  ? #COVIDVaccination #royalmail,Customer Service,0
2310,"✉️ Reply n. 395 👑
🎄 Christmas reply from
TI&amp;RH Princess Astrid and Prince Lorenz of Belgium 
#royalmail #royalletters #royalreply ",Royal Reply,5
1756,Czech billionaire’s #RoyalMail stake under national security review ,Customer Service,0
986,30 mins on hold so far to customer services  #royalmail,Customer Service,0
973,Solidarity with #RoyalMail workers,Customer Service,0
1309,My little helper quality checking every parcel before posting. I got a thumbs up so off we went to post them 📮😄👍 #Royalmail ,Customer Service,0
116,Good news from #RoyalMail as around 1300 temporary workers required ,Customer Service,0
643,Police tell drivers to only travel if absolutely necessary  via @,Customer Service,0
2086,"LADY WHO SUED @Borisjohnson for £535 has made claims against #RishiSunak,  @marksandspencer and #Royal Mail!  #Boris is having claim struck out!    #BorisJohnson #Johnson #backboris #PMQs @GMB ",Politics,3
595,Apparently #royalmail no longer handle parcels tied with string!,Customer Service,0
2254,"$ARVL ~$12.70 - Adding heavily on dips for NT &amp; LT investment.
#SupDup",Financial News,1
885,#RoyalMail must just hope you will die in the time it takes them to pick up a phone. An hour and counting.... Professional Company? Pish........,Customer Service,0
2210,#FTSE100 higher but #RoyalMail shares fall ,Financial News,1
1078,@DavidLammy #royalmail deserve a mention for extra services offered during the virus,Customer Service,0
1138,They even postmarked it on his birthday! #RoyalMail fail.,Customer Service,0
84,When the @RoyalMail postman turns delivers my parcel still pissed from the night before #RoyalMail ,Customer Service,0
1996,Message on the inside of the card from Their Majesties the King and Queen of Spain and their family.  🇪🇸  #Royal #royalletter #royalmail #royalreply #spain #Christmas ,Royal Reply,5
1405,"Time and time again, post sent second class gets there the following day.  Sent first class, alwsya a day or two longer.  Why?  I suppose that is privatisation for you. 
#RoyalMail #PostOffice #Consignia #PrivatisationStinks",Customer Service,0
2023,"Boris Johnson repeating the £350m lie doesn't make it true. Britain needs political grown-ups, not a pound shop Donald Trump",Politics,3
2209,#ROYALMAIL shrs stuck sharp decline of almost 7% after poorly received earnings. H1 miss raises hurdle to hit FY consensus c. £407m,Financial News,1
107,"Michael Fallon sits like a widower in a bus shelter.
#marr",Customer Service,0
1106,@CharlieCW Working an extra nightshift ... #RoyalMail,Customer Service,0
656,"Still out of breath from climbing the hill returning from post box, collection due at 9am gone already apparently! It was 8.30 when at box not seen a post van. #Royalmail #useless",Customer Service,0
2531,1990 Penny Black Mini Sheet #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postagestampsuk #postalstamps #royalmail #royalmailstamps #postagestamps #collectingstamp #pennyblack #pennyblackstamps #pennyblackbook ,Philately,2
1433,#royalmail is this a scam ? ,Customer Service,0
2080,"We stand in solidarity with @DaveWardGS and the @CWUnews 

Our postal workers are are at risk and Royal Mail are refusing to listen to them.

We need to support them! ✊

@UKLabour 

#royalmail #Labour",Politics,3
1296,#royalmail  will probably put a strike in place just for the PS5 launch 😂,Customer Service,0
2288,"✉ Reply n. 310 👑
Birthday reply from HRH The Grand Duchess of Luxembourg
----------------------
#royalmail #royalletters #royalreply #mariateresaofluxembourg ",Royal Reply,5
2539,1996 Children's TV Characters Pack  #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postagestampsuk #postalstamps #royalmail #royalmailstamps #postagestamps #collectingstamp #presentationpacks #childrenstv ,Philately,2
2072,"@jeremycorbyn has stated today, categorically, that he will re-nationalise #royalmail 
Postal workers, we've seen this week what the company thinks of you. Only one option at the next #GeneralElection2019 #VoteLabour2019 #cwu",Politics,3
1149,"#Royalmail, Sheep in Hawes waiting for their post# fontsunday",Customer Service,0
2177,"Learn whilst you earn

Royal Mail are now recruiting for Postal Apprentices at #Chesterfield Delivery Office @RoyalMail 

Deliver your application today ➡️ 

#ChesterfieldJobs #DerbyshireJobs #Apprenticeships #RoyalMail ",Royal Mail Jobs,4
1057,"#Royalmail useless. Explain 3 cards, same post box, same time, same address. 2 arrive!!!",Customer Service,0
1304,Joys of being a rural delivery &amp; still delivering past 4pm when it goes pitch black! I just aim for the pda light to find way back to van!😂 #wyfold #joysofbeingapostie #royalmail ,Customer Service,0
1422,"@charliemackesy print is rather sodden but ok, but what a ruined surprised 30th gift for a top friend..... @RoyalMail sort your deliverymen out this isn’t the first time!!!!! #royalmail #deliveryshambles #poorservice #idiots!",Customer Service,0
2502,My 29th royal Christmas reply of 2021 arrived yesterday from Germany. 🇩🇪  #royalletter #royalmail #royal #royalreply #Christmas #germany ,Royal Reply,5
2181,"It's that time of the year again 

@RoyalMail are #Hiring Seasonal Mail Sorters across #Northampton 

Interested? Take a look: 

#NorthamptonJobs #RoyalMail #Trending ",Royal Mail Jobs,4
349,#RoyalMail concern as residents in Crediton say their letters arrived opened #RoyalMail ,Customer Service,0
1662,"After 3 days of no post at all, the postie today stuffs 8 letters through the door….   

Am I just being pessimistic in thinking #RoyalMail are not delivering to folk each day as they should be 🤔.  📮",Customer Service,0
993,"#RoyalMail tries to stop Christmas postal strike
I thought they already were!
I posted a parcel in Inverness last Thursday to myself in Mallorca and a letter to Penzance...guess which arrived first?",Customer Service,0
2219,"Closed today's $CFD short in Royal Mail plc $RMG.L at a gain of 5.44% within just over an hour of opening it at £493.68, though my expectation is that it is likely that #royalmail plc shares will drop further over the next two months.",Financial News,1
434,Well done #RoyalMail - pick up your parcel from the address overleaf... turn over and... ,Customer Service,0
810,"#shocking #royalmail something posted 1st class on Monday still hasn't arrived, just bloody awful service, know it's Christmas but they tell us people not using mail much these days to justify price increases especially as will cost fortune to send on and won't arrive b4 xmas",Customer Service,0
2391,2016 British Humanitarians #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postalstamps #royalmail #postagestamps #collectingstamps #postage #postagestamps  #postagestamp #presentation #presentationpacks ,Philately,2
1164,"#royalmail really need to get their act together, parcel from England taking over a week to get to NI is a joke!!!",Customer Service,0
1481,daytime was a lot like this during a trip to take #arterialjournal broadsheets to the post office #royalmail ,Customer Service,0
919,"BUSY week with 61,000 copies of this beauty being #royalmail delivered this week plus reporting from @LatitudeFest 
#loveourjob ",Customer Service,0
42,Cant go Dom rep without a good read #royaltonpuntacana #royalmail#holiday @cr250222 dunkitorelse ,Customer Service,0
2492,"We’re still here getting everybody’s orders packed! But sadly, due to the #snowy #weather in the #UK (which we sooo aren’t used to), #RoyalMail are having some teeny tiny delays with getting them out to you 😖 We’re pushing though! #snowday #delivery #mail #post #snow #HamaBeads ",Royal Reply,5
692,Postmen banned from flying England flags on their delivery vans during World Cup. So much for patriotism at @RoyalMail,Customer Service,0
2482,Got through to the #assessmentcentre with #royalmail? Listen here for #jobsearch tips on how to perform at your best and get the job!  #gradjobs #graduatejobs #graduatescheme,Royal Mail Jobs,4
300,"@RoyalMail  96p first class stamp, birthday card to oap RM fail to deliver 9 days from west to south west london. Shame on you. #royalmail",Customer Service,0
809,#RoyalMail deliveries seem to have reduced to every other day and this morning my post included a letter addressed to Stockton-on-Tees. Put in back in a post box and hope it gets there before the 25th.,Customer Service,0
1658,"@fbsecurity whats the use reporting. Staff @RoyalMail opened a parcel NOT address to #RoyalMail, ate hashcakes &amp; got high. Posted the vid laughing &amp; YOU think it’s NOT appropriate. If we EVER opened someone elses mail wed get CHARGED. Same as for taking drugs!¡kids watch this ƒƒs",Customer Service,0
1777,People warned to use #RoyalMail stamps now before thousands become invalid  via @elystandard,Customer Service,0
1210,"Waiting for deliveries today 

#Royalmail ~rings Bell, I answer door 
#Yodel ~rings Bell, I answer door 

#DPD ~don't ring bell, opens garden gate, don't leave parcel and pops letter in letter box saying sorry I missed you.. Class",Customer Service,0
1465,My latest postbox topper #royalmail ,Customer Service,0
1790,"@zarahsultana @CWUnews the competition does not want this strike to end as its offering #royalmail customers wonderful service 
7 days a week",Customer Service,0
2233,"
Royal Mail Plc will change the price of shares between the end of August and October 2018, before and after the company's last warning on October 1.
#royalmailinvestors #investors #royalmail #miboodle #politictimes #shareholders #market #germany #uk ",Financial News,1
263,When you pay for a next day delivery and the post is so late you end up missing the bloody postman! #Royalmail... ,Customer Service,0
2350,#RoyalMail Relay #Driver 35 hrs pw 6 mth #FTC @RoyalMailGroup #Epsom  #Jobs #DrivingJobs #CustomerServiceJobs #RoyalMailJobs #SurreyJobs #SM1Jobs #SuttonJobs,Royal Mail Jobs,4
2258,"LOADING UP slowly &amp; steadily $ARVL &lt;$15 and $ARVLW &lt;$3.50 for ST, NT &amp; LT. 
I am 99.99% sure in NT the prices will be up 100%. Patience will pay off bigtime for me imo 
#SupDup #EV #Vans #Buses #Trucks #RoyalMail #Uber #FirstBus #UPS $UBER $UPS",Financial News,1
2133,"Postman/Postwoman with Driving @RoyalMail #Kilwinning
Apply/Info  
#RoyalMail #AyrshireJobs ",Royal Mail Jobs,4
2090,"So, the #Tories got their #Brexit, supposed to bring back the past.
Why have they not #Nationalised #royalmail #railways #energy etc. as it was in the #past ?
#@JeremyCorbyn #Uklabour #manifest was better for Brexit, then!",Politics,3
1432,"@Karen93599726 interesting though #RoyalMail scam .. was waiting 
for a parcel via Royal Mail .. and then got the message 
worryingly my neighbour awaiting delivery got the mess as well could scammers being accessing our details via #RoyalMail ?",Customer Service,0
931,@RoyalMail lazy postmen in Ayr highstreet throwing mail into bottom hall of flats as can’t be arsed putting it through the appropriate doors .#terribleservice #royalmail,Customer Service,0
2595,Which Monarch had the most effect on GB stamps and postal history? I will be answering this question in a 6 tweet part series 👀 #philately #gbstamps #gbstampcollecting #royalmail #stampcollecting ,Philately,2
1052,#RoyalMail commits to an #electric future  via P,Customer Service,0
978,"Life of a postman is loads of walking delivering letters and parcels no matter the weather. 
@darrenvdubbed65 here is your Aloe &amp; Argi to keep you in top form for upcoming holiday season 😘 #facgb #postmanlife #poweredbyargi #foreveraloecouplegb #royalmail ",Customer Service,0
1461,"@LloydsBank following the usual hash of a service from #royalmail resulting in the loss of my bank card I have just made a call to LLYODS cust service where I received 10*service from Amy. 
No facility to feedback so Tweet it must be 🙂",Customer Service,0
911,"LETTERBOX LOVE 💕 
This is the kind of post we like dropping on to our cleverchefs Mat in the morning (well afternoon by the time our postman gets to us actually #royalmail) but anyway there is nothing like a bunch… ",Customer Service,0
1937,#Yorkshire makes sure that the mail gets delivered in snow and sleet #RoyalMail #philately,Customer Service,0
2475,Excited that the latest episode on how to get a #graduatejob with #royalmail is now LIVE! Listen here  #gradjobs #graduatescheme,Royal Mail Jobs,4
1416,Watch out for this scam #royalmail ,Customer Service,0
153,#royalmail @RoyalMail #cheshunt what a joke this guys so slow and sue is out the door!,Customer Service,0
5,Is that a young @Gove2016 on the stamp #RoyalMail ,Customer Service,0
2060,"Q: Do YOU know someone who works for #RoyalMail 📮 in #Peterborough❓

You can HELP 👍🏼 them on Thursday May 2nd ..... by voting 🗳 #Labour4Peterborough‼️

Labour WILL bring Royal Mail back into public ownership to.... 😮 😊 
@CWUnews ",Politics,3
2073,#UK #legal #news: 8th to 15th November 2019: #EU #EUCommissioner #Wales #alcohol #bedroomtax #Scotland #DomesticAbuseAct #RoyalMail #strike #SikhFederationUK #HighCourt #Census #NorthernIreland #SameSexMarriage #sevendays #sevenstories #sevenwords  #NewsOnTheGo #UKLawToday ,Politics,3
1230,"#RoyalMail set for 'material loss' despite jump in parcels

 

#Essex",Customer Service,0
422,Hoping my postman brings me some parcels today!!! #RoyalMail,Customer Service,0
377,Thanks #RoyalMail for the traipse to the other side of town for a package that fitted through the letterbox anyway. #fb,Customer Service,0
1894,And as you scream about senior #Royalmail management pay how about posting the senior union rep pay scale and yearly expenses.,Customer Service,0
1965,"Just checked the weather for work, windy all week.. off this #weekend and it's #forecast 40mph winds.. I hate wind by far the worst.  #royalmail #TuesdayMotivation #Weather",Royal Reply,5
622,"#ironic #royalmail #ups 
Order royal mail stamps, arrive today by UPS courier. Next receive email notification from Royal Mail, just to say ""mail may not be collected due to weather conditions"" Get in UPS you arer the future",Customer Service,0
1329,#royalmail   Letter posted first class tracked on 3rd December still not delivered.   Still waiting on an answer from Royal Mail help who don't answer over the weekend!!!  What us the point of having a tracking system with the only information it gives is that they have it,Customer Service,0
1381,"#RoyalMail #RMG is on a tear..

Imagine doubling on traditional mail lol.",Customer Service,0
1866,As a customer I demand #royalmail pay their staff a cost of livng rise  your customers need a aervice,Customer Service,0
2115,Join the Royal Mail Group as a POSTMAN/WOMAN!! Details on the @ChangeMakersYYI app!! #jobs #Dundee #RoyalMail ,Royal Mail Jobs,4
2003,A snowy day here in Yorkshire 📮 ,Royal Reply,5
517,Why #royalmail why do you keep delivering the same mail day after day?? ,Customer Service,0
1871,#RoyalMail I support my postie ! ,Customer Service,0
359,#RoyalMail firm launches review after admitting it denied #courier benefits ,Customer Service,0
1142,That time #royalmail TV popped down to our office 🤣👍🏾📮 ...I then proceeded to climb the sorting frame and hit Paul with a Swanton Bomb... ,Customer Service,0
390,#royalmail do not leave cards asking to pick up items at office between 0800 and 1430 and then close st 1230. Poor customer service,Customer Service,0
662,"@machinelearn_d #RoyalMail is mocked for dedicating a postbox to Romeo &amp; Juliet
 via dailymail ",Customer Service,0
1793,@CWUnews Jet and I fully support your industrial action but Jet misses his daily bark at the postie. #royalmail #CWU ,Customer Service,0
1118,#royalmail Hi can you tell me why my postman is posting opened/ empty parcels through my door!!,Customer Service,0
1096,"Just had our trusty Postie deliver 2 parcels to our home, in Four Crosses, SY22. He observed correct #SocialDistancing and was his usual cheerful self. Thanks very much #royalmail",Customer Service,0
2107,  #RishiSunak thinking the public aren’t paying attention to his #bs words on #RoyalMail smh @UKParliament come correct or jog on,Politics,3
846,"Another thank you delivered bu my lovely postie #royalmail delivering in this ice weather ❄🌨❄

Such a lovely thank you from saritamavjee from her lovely wedding at @farnhamweddings  last… ",Customer Service,0
1865,"@PrisonPlanet on the #royalmail 
picket line",Customer Service,0
2052,"@LibDems @jeremycorbyn Would anyone TRUST #LibDems again after their last time in Govt?

Complicit in
◙ #austerity
◙ £9,000 #tuitionfees
◙ #BedroomTax
◙ #UniversalCredit
◙ undervalued #RoyalMail sell-off

Believe #Libdems and you can believe anything.",Politics,3
920,This says #Royalmail 100% ,Customer Service,0
1813,"The Mrs recently completed 20 years service working for the @RoyalMail as a postwomen.Walking 12 miles a day delivering mail in all weathers, across all seasons and throughout covid. This is how she was recognised by them…a plastic pin. #wetakeprideinrecognising #royalmail 🙈😆 ",Customer Service,0
2442,CITADEL ADVISORS LLC declares that on April 06 it increased its net short position on ROYAL MAIL PLC from 0.62% to 0.74%  #RoyalMail,Financial News,1
194,"Bugger! @PostOffice who is going to deliver my free leaflets, readers digest winning letters and pre authorised credit cards! #strike",Customer Service,0
1161,@MoonpigUK I pay you £6.15 guaranteed delivery today my App says you sent it on Friday but the track info isn't right now nothing delivered I find its because #royalmail gave it to Hermes sadly disappointed 87 yr old mum shielding also teach the kids on your chat how to spell!,Customer Service,0
1326,#royalmail must have the worst website or they deliberately switch of they complaint department button because so many people want to complain how bad they are,Customer Service,0
2545,1976 Collectors pack #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postagestampsuk #postalstamps #royalmail #royalmailstamps #postagestamps #collectingstamps #presentationpacks #collectorspacks ,Philately,2
2217,"#RoyalMail's #FTSE100 demotion officially confirmed by @LSEplc, predicted by @Forbes  #stocks ",Financial News,1
628,Thumbs up to my Postie who walked the extra mile where his van wouldn’t go to deliver our mail. On a Saturday. #royalmail #SNOWMAGGEDON,Customer Service,0
674,"#royalmail happened to us!  my dog is a bichon! has never hurt anyone, he barks but that's what dogs do in fact he didn't bark that day but ur postman refused to deliver the post!  Postman refuses to deliver to upmarket cul-de-sac over dog  via @MailOnline",Customer Service,0
1146,"Putting my faith in a #RoyalMail postbox minus a proof of posting, otherwise it'd be Monday before sending.
Thank you, #Etsy, for marking my orders as ship today on a bank holiday!",Customer Service,0
2421,MILLENNIUM CAPITAL PARTNERS LLP declares that on February 07 it increased its net short position on ROYAL MAIL PLC from 0% to 0.51%  #RoyalMail,Financial News,1
1169,#royalmail reveals commemorative James Bond #stamps ,Customer Service,0
1062,"@steve_lamacq Good Evening Steve! Have a rake in your post box, we sent you a lovely 12"" inch record, with photos of old broken computers on the front, and a record inside that sounds like someone gave Duran Duran some very strong coffee and a flame thrower. Luv U 😘

#RoyalMail",Customer Service,0
1609,"Has anybody still not received #Christmas cards and expected mail deliveries?  

It seems like Royal Mail is on the point of collapse across #MANCHESTER (with M4 postcode most affected).
Bosses prioritising tracked/special deliveries, while the rest can go hang?
#royalmail ",Customer Service,0
1103,"@piersmorgan shout out to #royalmail staff doing great job at present. Now to deliver&amp;COLLECT #COVID19 testing kits for nhs staff. Fantastic&amp;valuable service.But alarming that local posties still not provided with gloves, masks or sanitizer! Also still delivering junk mail to all",Customer Service,0
1953,Gosh it’s windy out there today .... think I’m gonna get blown all the way to the postbox! ❤️🐭 #morrismouse #mailart #highwinds #jherbin #royalmail ,Royal Reply,5
658,@SincsMarc Got excited I'm expecting a delivery #royalmail,Customer Service,0
183,@MelSinclairCook can we trust the post to get all the way to the Riviera?! #kirkjuvagr #royalmail,Customer Service,0
1073,#royalmail your tracking a parcel voice recognition system is crap. Said my ref like 4 times and the bitch still gets it wrong.,Customer Service,0
2550,1973 Churchill Centenary #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postagestampsuk #postalstamps #royalmail #royalmailstamps #postagestamps #collectingstamps #presentationpacks #churchill ,Philately,2
2131,Fancy being a @RoyalMail  Project Management apprentice? Hear from some of them at  #GetInGoFar #RoyalMail #Apprenticeships ,Royal Mail Jobs,4
605,@MulberryPoppins Funnily enough my post today had ‘no access 25/01/2018’ oh really??? Been home sick since Monday afternoon. Just press the buzzer mate #royalmail #royalfup,Customer Service,0
446,All the equipment you need to print and send pieces of post - HawkConnect changing the way business does business #post #royalmail ,Customer Service,0
808,Our Christmas recording is now available. Online here  or coming through your letterbox as soon as our lovely #royalmail post people are able. Happy Christmas from all at DAWN.,Customer Service,0
124,Wasted my husbands day who waited for bloody @myhermes delivery. If you can't do it just post it by #RoyalMail! 😤😡 ,Customer Service,0
1113,".@RoyalMail worker wiping saliva over the entrance way to a pensioners house!!!!
No comment on the persons heritage ",Customer Service,0
2448,CITADEL ADVISORS LLC declares that on May 20 it reduced its net short position on ROYAL MAIL PLC from 0.9% to 0.82%  #RoyalMail,Financial News,1
1173, on #lockdown how nice to receive #royalmail x But to all those who #love😍,Customer Service,0
310,@RoyalMail just been to local office to collect signed for letter and they have lost it well done #royalmail,Customer Service,0
462,"@vincecable Says the man who sold off the #RoyalMail on th,e cheap!",Customer Service,0
383,"Aw I was just beginning to like the #LibDems again, enter chief ghoul and arch privateer @vincecable #royalmail",Customer Service,0
1201,#RoyalMail managed to deliver my programme in time 😉 #lufc great front cover #Lucas ,Customer Service,0
1035,Christmas gift returns set to hit postal system! #RoyalMail ,Customer Service,0
2202,"Postperson with Driving @RoyalMail in Maryport

See: 

#CumbriaJobs #RoyalMail ",Royal Mail Jobs,4
1339,"Love it when you receive mail that’s marked private and confidential and find the envelope has been peeled open for a good look inside 🤨 
#RoyalMail",Customer Service,0
1744,Everyone crying that #Evri isn't trustworthy but then in Fife #royalmail give you this on arrival 🙄 ,Customer Service,0
2287,"✉ Reply n. 311 👑
Birthday reply from HRH Princess Claire of Luxembourg
----------------------
#royalmail #royalletters #royalreply #claireofluxembourg #princessclaireofluxembourg ",Royal Reply,5
2154,Thanks so much @RoyalMail for collecting coffee for our customers and brightening our day 😊 #royalmail #keyworkers #postman #robinhood #coffeebypost #mailordercoffee ,Royal Mail Jobs,4
110,There must be something I am missing or just not getting - especially when your post gets delivered @20:55 #notinanyhurry #royalmail ✉️📮,Customer Service,0
1602,Quick update on the 'Wahala' book blog tour my review will be delayed as #RoyalMail are late with my delivery 🙄 ,Customer Service,0
1018,@MonsoonHelp now what ??,Customer Service,0
1212,Todmorden home of really old postboxes. #royalmail ,Customer Service,0
902,"#RoyalMail delivers dividend disappointment to posties
",Customer Service,0
435,#royalmail equal opportunity employment? ,Customer Service,0
1081,"Union calls off UK #RoyalMail strike citing national interest during #coronavirus pandemic

 ",Customer Service,0
1927,"#RoyalMail

I sent a letter to USA on 26th January 2023 and the only message on the tracker says received at the post office where I took it.
Are people experiencing similar problems or does it indicate the letter is lost or still at the post office?
Todays date is 15th February",Customer Service,0
848,Kudos the the #royalmail worker that overtook me!,Customer Service,0
1271,The regular post man is back! yay! #royalmail,Customer Service,0
2333,#Postman / #Postwoman with #Driving 27.30 hrs p.w #Epsom @RoyalMailGroup   #Jobs #CustomerServiceJobs #DrivingJobs  #RoyalMail #SM1Jobs #SuttonJobs,Royal Mail Jobs,4
1928,"@CWUnews Your losing so many customers, I now send 20/30 parcels a week via other carriers which used to go via r/ mail #homegoal #royalmail",Customer Service,0
12,Use Special Delivery post to track your #NHSBursary supporting evidence and to make a claim from #royalmail if documents get lost in transit,Customer Service,0
209,@RoyalMail Funny that! Debbie in full #RoyalMail uniform + van just delivered our post on Sat 17/12 10.08 3 bits of post. U taking the mick?,Customer Service,0
1276,@positivelypost I wish #RoyalMail would keep the E rate on their commemoratives ......especially for us postcard senders,Customer Service,0
1170,@RoyalMail on 're 're delivery please ask #royalmail postie to ring doorbell ...or even just knock ....as my psychic abilities have waned due to covid19 crisis. With thanks,Customer Service,0
1234,"#RoyalMail set for 'material loss' despite jump in parcels

 

#Cumbria",Customer Service,0
2113,I see @RoyalMail wouldn’t let @darrenpjones  into Gloucestershire North delivery office. What are they hiding.  #SimonThompson #RoyalMail,Politics,3
1469,@RoyalMail @canadapostcorp which one of you was the absolute reprobate that can’t feckin read ,Customer Service,0
30,"The post mans been again 🙊 #postman #royalmail @ Edinburgh, United Kingdom ",Customer Service,0
477,#wishartdoodle 031017 #royalmail workers vote to #strike #postie #postmanpat ,Customer Service,0
1157,@japelling Post Office's new line of collectible themed stamps? #royalmail,Customer Service,0
1941,#RoyalMail #red #letterbox / #boîteauxlettres #rouge #LaPoste royale #Bath #Somerset  ,Royal Reply,5
1857,@CWUnews Moonpig have given me credit for my lost cards . thanks to Steve Thompson's fuck up #royalmail,Customer Service,0
2129,"We are recruiting Class 1, Class 2 &amp; 7.5t drivers for #RoyalMail. Great rates of pay #Jobs #Cornwall #Devon #Truro #Plymouth #Exeter ",Royal Mail Jobs,4
548,"as if my postman just left a fragile parcel outside my door without even knocking or anything, it’s a christmas present aswell #royalmail",Customer Service,0
2030,"#RoyalMail postman has been awarded £22,000 after his flexible hours was changed without his agreement. The postman told #EmploymentTribunal he asked to work Mon to Fri so he could look after his children at weekends following his #divorce. 
Read more  ",Politics,3
99,Who tries to deliver a parcel at 7am #royalmail,Customer Service,0
451,Russian Royal Mail sorter is jailed for stealing cash from letters and ##RoyalMail ,Customer Service,0
473,"@jaskaransuppal I got my delivery bro, thanks for delivering it to me #RoyalMail",Customer Service,0
1292,Have a feeling my copy of assassins creed valhalla might just be arriving from Scandinavia via viking long boat the time it's taken to arrive #royalmail,Customer Service,0
331,Just had my birthday card delivered by #royalmail already opened for me!!! ,Customer Service,0
2270,"#RoyalMail looks like it might be getting back on form &amp; despite recent weakness it remains in BUY on our system. Up 2% today which is nice.

See chart. Key: above the cloud ""In Buy"" below ""In Sell"" $RMG.LN #trading #investing #stocks #post #logisitcs #fintwit #investments ",Financial News,1
1168,"Love it when royal mail deliver your parcel, only the contents have been swiped, even stuck a royal mail tracked sticker over the rip in the bottom of the box. #royalmail ",Customer Service,0
888,"2nd parcel this week to be left outside my door, absolutely top notch work from #royalmail as PER, Total joke",Customer Service,0
1226,@RoyalMail is this the new standards #royalmail if yir no in leave it a the door in a stairwell that's no secure? Getting like #hermes no bloody happy ,Customer Service,0
1869,"Praying my 24hr tracked Parcels do not go missing from my drop off to the Chelmsford depot today. Cannot explain the costs I am incurring replacing parcels and thank goodness was DPD exceptional service making sure my parcels get to customers in a timely manner…
#royalmail",Customer Service,0
1592,#royalmail does 1st class mail now mean we'll over a week for delivery?,Customer Service,0
188,"#royalmail got this today disgrace the way think they can get away with this sort of thing, you can clearly see from image been ripped open ",Customer Service,0
371,@WhatsNewRae I'm currently trying out different couriers as trial with #royalmail was other successful 😣 #womaninbizhour,Customer Service,0
1986,New royal letter arrived Luxembourg 🇱🇺 #royalletter #royalmail #royalreply #Royal #Christmas #Luxembourg ,Royal Reply,5
155,"Royal Fail: #Brentwood post being delivered up to 12 days late. #RoyalMail 

",Customer Service,0
2089,Too many Hornsey &amp; Wood Green residents still aren’t receiving post and the response from #RoyalMail bosses isn’t good enough.  Their vast profits need to be invested back into services &amp; supporting hard working posties.  On Parliament’s return today I’ve raised with Ministers👇 ,Politics,3
1493,"Waited in all morning, go out for one hour, come back and there's a 'sorry we missed you card' from royal mail, do they hide round the corner waiting for you to leave just to put the card through and run away 😂 #royalmail",Customer Service,0
2337,#Postman / #Postwoman with #Driving 27.5 hrs p.w @RoyalMail  #Wallington #Sutton  #Jobs #CustomerServiceJobs #DeliveryDriver #RoyalMail #DrivingJobs #SM1Jobs #SuttonJobs,Royal Mail Jobs,4
581,#Royalmail were great before Christmas.... letters opened for you before delivery! ,Customer Service,0
1816,"More @RoyalMail issues. Postie posts my parcel and takes a photo, of it half way in the door. I get home and it's missing.  Not first time parcels have been left halfway in, not pushed though. So a birthday present is unlocated for a week so far as they ""investigate"".  #royalmail",Customer Service,0
278,@itvnews It take 1 week by second class to reached me. Taken a p#ss ! #Royalmail,Customer Service,0
673,Potter Class enjoyed the sunshine whilst posting our evacuee letters home today. Some amazing writing on its way thanks to #royalmail ,Customer Service,0
545,Royal mail's  deadline #royalmail ,Customer Service,0
1919,Thanks #royalmail my poor #maneskin lp ,Customer Service,0
2043,"From an Immigrant view what makes Britain Great?
- The #NHS70
- The #RoyalMail
- The #NationalRail
- The Judiciary system
- The #Parliament
- All people are treated with  respect
And the Greatest of all sayings
""give someone the benefit of the doubt""",Politics,3
32,"#royalmail shocking service! Paid to have post redirected and it's not been happening, today my friend found my mail on the ground outside!",Customer Service,0
778,"Royal Mail ..... am waiting on the line for you to answer for last 30 minutes ?!

#royalmail",Customer Service,0
1217,This is how Parcelforce delivered! ,Customer Service,0
2349,#RoyalMail Relay #Driver P/T 22 hrs pw 6 mth #FTC @RoyalMailGroup #Epsom  #Jobs #DrivingJobs #CustomerServiceJobs #RoyalMailJobs #SurreyJobs #SM1Jobs #SuttonJobs,Royal Mail Jobs,4
2471,#simonthompson and the other directors of #royalmail have failed to generate a viable business not even keeping up with the growth in parcels. He wants his failing to be paid for by redundancies and the great postal workers. Sack directors and replace with new dynamic team,Financial News,1
591,#royalmail wondering is it common practice for postman to open book package to get it through letter box,Customer Service,0
1290,"@NorthRoadCycles @RoyalMail Parcel posted out on monday, to me, delivered on friday, and left outside no card no nothing, and it was a laptop inside, no damage or  wetness, must do better #ROYALMAIL",Customer Service,0
1055,@HandmadeHour #RoyalMail Only have to walk 50yds to village post box &amp; postie takes em.  No trawling to post office 5 miles away.,Customer Service,0
128,#royalmail Southend postman with excellent customer service..😀 ,Customer Service,0
