,cleaned_text,topic_hl,cat codes,inference,predicted_class,prob,predicted_code
422,"@BCCrooky yeah, except I would have to physically come claim it. #royalmail",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9585360288619995}",,0.0,0
423,"First round of Spring 5 Frame Nucs off in the post this afternoon! Heading all over the UK overnight 🐝. Our local sorting office ensuring the bees are well looked after 👌.
-
 #royalmail #beekeepinglife #beefarmer #honey #honeybees #beekeeping #spring #bees #beehive ",Royal Reply,5,"{'label': 'Royal Reply', 'score': 0.9791550040245056}",,0.0,0
424,"Every cloud has a silver lining. #RoyalMail a winner today as people look at #logistics in view of the #COVID19. Up again today.

See chart. Key: above the cloud ""In Buy"" below ""In Sell"" $RMG.LN #FTSE #trading #investing #stocks #fintwit ",Financial News,1,"{'label': 'Financial News', 'score': 0.9735609292984009}",,0.0,0
425,#royalmail #postbus of the day ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9617523550987244}",,0.0,0
426,We understand the pain but at least it is the post man and not a Hermes van🥴 #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9634917378425598}",,0.0,0
427,Thanks #RoyalMail for delivering cards today which I only posted yesterday 2nd class!,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9623907804489136}",,0.0,0
428,Will Genia best service in international rugby #royalmail #ups,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9531382918357849}",,0.0,0
429,@CWUnews you are ending the #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.957655131816864}",,0.0,0
430,#royalmail real reasons why they didn't deliver / fucked off quickly ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.962024986743927}",,0.0,0
431,"that have done the 'actual' work, while the management sat back and oversaw it, we need a bonus payment completely unrelated to the shares &amp; more in line with the 100% improvement in profit, the workers alone have achieved #fairerbonuses #bonusnotdividend #royalmail",Financial News,1,"{'label': 'Financial News', 'score': 0.9741196632385254}",,0.0,0
432,This is not funny now Day 6 and no post ! #royalmail yet friend in same road getting some but us in cul de sac nope,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9627560377120972}",,0.0,0
433,"The discount of only £70 for both a CV &amp; Cover Letter (package deal valued at £170) still apply to the following employees:

#Santander
#RoyalMail
#Arcadeiagroup
#Argos
#Sainsburys
#networkrail
#colasrail
#tfl

 #jobsearch #resumehelp #cv #cvwriting #resumeservices #opentowork ",Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9789689779281616}",,0.0,0
434,"scam text message from verified Royal Mail message  did they manage to send text.There’s a breach of security on your system..#royalmail

Currys has (1) XMAS-item waiting for ——:  You took one of the winning spots on our XMAS-list.",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9576483368873596}",,0.0,0
435,Disgruntled union member?  #RoyalMail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9553583264350891}",,0.0,0
436,#RoyalMail to launch UK's first parcel #postboxes  by @guardian,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9630627632141113}",,0.0,0
437,"Just received a Xmas card ripped into 6 pieces in a 'our sincere apologies' bag from #royalmail  

Ho Ho Ho! ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.962867796421051}",,0.0,0
438,this is just too cute #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9611539840698242}",,0.0,0
439,Royal Mail braces for Christmas strike chaos  ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.963083028793335}",,0.0,0
440,"@RoyalMailHelp My complaint is about the fact that he's probably posting MY mail thru random letter boxes too - incl a birthday card from my parents with £ in that never came &amp; items I bought on Ebay  - also AWOL

Normal postie is great but this guy is either thick, stoned or both

#royalmail",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9633611440658569}",,0.0,0
441,New royal letter from Belgium 🇧🇪 #Royal #royalletter #royalmail #royalreply #Christmas #Belgium ,Royal Reply,5,"{'label': 'Royal Reply', 'score': 0.9839377999305725}",,0.0,0
442,#royalmail @ Belfast ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9558709859848022}",,0.0,0
443,@AlStewartOBE @GBNEWS The once great Royal mail failing. A special delivery item worth a lot of money missing after a week. This never happened before. Do the staff still care? #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9597122669219971}",,0.0,0
444,"Ah another day another delivery, another ignorant Royal Mail postie

Question to #RoyalMail customer service why are posties not trained to look for the doorbell?

I have a big video doorbell with a nice bright yellow sticker underneath stating it records 24/7",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9612851738929749}",,0.0,0
445,#Peugeot to deliver electric Partner vans to #RoyalMail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9616281986236572}",,0.0,0
446,#royalmail where is my post! I am waiting for my girls secondary letters and still not arrived! Arghhh everyone elses has so dont tell me because of snow!,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9626837968826294}",,0.0,0
447,Stoke is famous.,Customer Service,0,"{'label': 'Customer Service', 'score': 0.7102034091949463}",,0.0,0
448,MILLENNIUM CAPITAL PARTNERS LLP declares that on February 15 it increased its net short position on ROYAL MAIL PLC from 0.49% to 0.54%  #RoyalMail,Financial News,1,"{'label': 'Financial News', 'score': 0.9745841026306152}",,0.0,0
449,#RoyalMail parcel revenue overtakes letters for the first time 📦 ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9646361470222473}",,0.0,0
450,@nickreeves9876 It’s not a good time to post to Europe. Even letters are subject to long delays eg 28 days for airmail full price 20g #BrexitCarnage #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9534537196159363}",,0.0,0
451,".@RoyalMail are now recruiting Casual Workers for Christmas 2018 in their #Skelmersdale Parcel Sorting Centre! Apply NOW! See:  

#JingleJobs #LancsJobs ",Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9782801866531372}",,0.0,0
452,"Q: Do you 🤔 LIKE what this man just 🗣️ said❓
#JohnMcdonell
#GE2018 or #GE2019
#RoyalMail
#LabvsTories
#TradeUnionism
#Privatisation
#PublicOwnership
#PFI
#TUC150
@johnmcdonnellmp
@CWUnews
@cwuEastern__No5
@UKLabour
@the_tuc ",Politics,3,"{'label': 'Politics', 'score': 0.9775906801223755}",,0.0,0
453,So are Posties no longer social distancing? Weeks of saying 'your parcel is on the doorstep' after a polite knock is replaced by handing me the mail directly. Not even 1metre apart. #Covid19UK #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.961244523525238}",,0.0,0
454,"Everyone will be doing a double-take when they see this...
",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9385634660720825}",,0.0,0
455,#Amazon do us a favour and stop sending stuff via the #royalmail... because it never arrives on the date it suppose to :(,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9620301723480225}",,0.0,0
456,#royalmail how can you take a parcel to the wrong depot centre and why am I penalised for this it’s your error. Deliver it. The chat bit you have is also utterly pointless,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9607447981834412}",,0.0,0
457,"Have you passed the
online application for the #royalmail #graduatescheme &amp; not sure what is
next? Listen here to put your mind at ease 
#graduatejobs #jobsearch
#gradjobs ",Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9780288338661194}",,0.0,0
458,At last getting Royal Mail to sort the delivery of this vital kit. #COVID19 #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9610340595245361}",,0.0,0
459,"Have a good evening Surrey and we will see you again tomorrow for more jobs and advice. ^Rodger

Postperson with Driving, @RoyalMail Dorking. Info/apply:  #SurreyJobs #DorkingJobs #RoyalMail #DeliveryJobs #DrivingJobs ",Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9785538911819458}",,0.0,0
460,Old-English-sheepdog-Dog-Postage-Stamp-Art-Philately-stamp-collectors-gift  #philately #postagestamps #aceo #postage #etsy #philatelist #mailart #postal #stamp #royalmail #originalart #postagestampart  #atc… ,Philately,2,"{'label': 'Philately', 'score': 0.9837528467178345}",,0.0,0
461,"#royalmail strikes again, my Mums 91st birthday cards missing, just like the Christmas cards. Useless complaining they do nothing.",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9630319476127625}",,0.0,0
462,Post office (twice) and collection office said it is a small parcel . #royalmail you make me mad . Had to pay to collect and resend as Med ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9634575247764587}",,0.0,0
463,"#RoyalMail -7.00% tdy to 4.64 GBP, top long-term #analyst @JefferiesEvents (50% succ.) SELL, trgt 4.10 GBP $RMG $FTSE #FTSE ",Financial News,1,"{'label': 'Financial News', 'score': 0.972908616065979}",,0.0,0
464,"#RoyalMail pension decision will devastate workers, says union  via @Thrivehivelive",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9565490484237671}",,0.0,0
465,"#SHIRE is latest top #FTSE stock today, perhaps not for long: #BURBERRY, #CENTRICA and #ROYALMAIL have been #1 so far  (1) ^KO",Financial News,1,"{'label': 'Financial News', 'score': 0.9748817682266235}",,0.0,0
466,It's #wet out here. #raingear is #ootd - guessing that since  I wore the #royalmail #rainjacket… ,Royal Reply,5,"{'label': 'Royal Reply', 'score': 0.9862756729125977}",,0.0,0
467,"#royalmail used pick up parcel and bring my label option 1.left parcel safe place Labels posted thru letterbox #posty said""we cant see where safe place is on device! 2. attempt new parcel left next front door.label posted letterbox #incompetent RM wonder why you are loosing trade",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9643443822860718}",,0.0,0
468,Interesting to see #RoyalMail begging letter “undelivered” to me rather than the postman next door. Slightly Scargillesque tactics methinks.,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9642099142074585}",,0.0,0
469,"#RoyalMail: Worth noting that when RMG re-entered #FTSE100 in March, replaced #Hammerson, mostly due to size of mkt cap. But since 28 Feb announcement, HMSO +2.4%, RMG, -35%. Ignoring other possible candidates, small risk RMG may be re-booted from index ^KO",Financial News,1,"{'label': 'Financial News', 'score': 0.9745757579803467}",,0.0,0
470,#RoyalMail attack on posties is prelude to new attack on #CWU ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9622788429260254}",,0.0,0
471,"Weighty postbag of problems as Royal Mail reels from a Christmas hangover
#RoyalMail  ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9628580212593079}",,0.0,0
472,Comedy gold! #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9612213969230652}",,0.0,0
473,"More strikes #royalmail 
Best of luck as clearly their business model is no longer fit for purpose !
I got better deal, including signature on delivery, insurance for 2KG parcel nearly half price with #Evri today when compared with Royal Mail. 
",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9564926624298096}",,0.0,0
474,"✉️ Reply n. 397 👑
🎄 Christmas reply from
TI&amp;RH The Prince and Princess of Prussia 
#royalmail #royalletters #royalreply ",Royal Reply,5,"{'label': 'Royal Reply', 'score': 0.9844390749931335}",,0.0,0
475,But RBS made £2.239bn profit before tax last year. Why can’t it reimburse the government? ,Politics,3,"{'label': 'Politics', 'score': 0.9183518886566162}",,0.0,0
476,@CamelPhat this awesome album arrived today shame Royal Fail don’t know what fragile means #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9618488550186157}",,0.0,0
477,Hmm guessing no post today then.... its ok what i am waiting for is not important #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9619480967521667}",,0.0,0
478,Disgusted by the service at the #northamptonpostoffice today posting my handmade Christmas baubles to customers. Box is clearly marked as fragile but the cashier threw the parcel over her shoulder aiming for the sack but it missed and landed on the floor #royalmail #postoffice,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9633656144142151}",,0.0,0
479,#royalmail really outdoing themselves here by delivering post from the future. ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9632975459098816}",,0.0,0
480,"Stop crying about 6p. #RoyalMail don't care, they're pricks. Especially my postman who brings me NO mail for ages, but when he has his 1 day off I get 3 weeks worth of mail on one go 🤔
Last week I got a hospital letter, sent out on 6th JANUARY 2020 👀",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9626105427742004}",,0.0,0
481,@WFTellWalt how can we get in touch with an actual human being working for WF council about this #royalmail post box on bakers avenue e17 9an? ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9573749899864197}",,0.0,0
482,@CABBristol Recent #RoyalMail announcement on scam mail may be of interest! ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9592345952987671}",,0.0,0
483,"Morning, been up since 7 waiting to see if #RoyalMail can actually deliver an item rather than another sodding card. You know, the sneak up the path, don't knock and hope no-one sees you even though recipient is clearly at home card).",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9639209508895874}",,0.0,0
484,will today be the day all my orders arrive in post ? #royalmail only had 1 post in 11 days,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9631171822547913}",,0.0,0
485,"@RoyalMail not impressed with your post lady today who ruined my daughters college certificate. I have footage of her in action, knocking after she crumpled it. Please let me know where to send the complaint. ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9624240398406982}",,0.0,0
486,"#RoyalMail weather warning – expect some collection delays
",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9626504182815552}",,0.0,0
487,#royalmail you lot are bloody useless. ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9551841616630554}",,0.0,0
488,"#RoyalMail must have got intel on my plans to use a hairdryer this morning.  They sent a stealth team to deliver a red card without me noticing them on my property.  

When it absolutely must be undelivered today, send it Royal Mail Special Ops ™️ 

😒",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9625118970870972}",,0.0,0
489,CITADEL ADVISORS LLC declares that on March 08 it increased its net short position on ROYAL MAIL PLC from 0.53% to 0.62%  #RoyalMail,Financial News,1,"{'label': 'Financial News', 'score': 0.9736716747283936}",,0.0,0
490,"@Caroline260168 @JohnEJefferson christmas strikes 
businesses cannot afford to use the 
#royalmail 
this christmas 
once business its lost 
it's lost for ever",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9399999976158142}",,0.0,0
491,@Pennard #royalmail you just couldn't make it up LOL,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9599053263664246}",,0.0,0
492,@USPS sent a parcel from the uk with Royal Mail and paid for signed and tracked. Now bounced to USPS who are sitting on it!! Royal Mail will do eff all until 25 days passed Would anyone use them if they knew. #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9614878296852112}",,0.0,0
493,"You see cos Royal Mail are striking, does that mean delivery offices won’t be open or?",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9593573212623596}",,0.0,0
494,"#royalmail @RoyalMail after at least 3 MONTHS of NO service in this area, endless ph. calls &amp; comms with MP where they claim endless sickness &amp; *training new people*...they leave a damn card for 2 parcels.
 
Nobody knocked
no time on card so written ahead. 
Absolutely fuming",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9613378643989563}",,0.0,0
495,"Really really disappointing performance from Royal Mail. parcel all the way from China ahead of schedule - through lots of countries, gets here to my supplier who puts in on a #royalmail 24hr service ... this was Monday its now Friday ... im not in the outback .. #fitforpurpose ?",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9572479724884033}",,0.0,0
496,"#RoyalMail trades 🔼 7.2%

✉️A broker upgrade from Peel Hunt today comes after JP Morgan upped its target price for #RMG yesterday.

📪$RMG looks set to re-enter FTSE100 after the share price 🔼 300% across the pandemic.

#MarketUpdate 

RW: 82.60% of retail clients lose money.",Financial News,1,"{'label': 'Financial News', 'score': 0.9729868173599243}",,0.0,0
497,Another scam text. Received 2 in 24 hours. #royalmail ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9621945023536682}",,0.0,0
498,#RoyalMail customers issued urgent warning over worrying delivery scam  ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.963635265827179}",,0.0,0
499,Postal workers to collect from the doorstep as #RoyalMail shakes up service - @Guardian - ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9609322547912598}",,0.0,0
500,"#royalmail not happy finding all my post chucked in my out house, even signed for parcels!! Not signed by me!! This is not on!!",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9649682641029358}",,0.0,0
501,why is #royalmail so expensive to post books!,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9620586633682251}",,0.0,0
502,These look fantastic ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.8209902048110962}",,0.0,0
503,"Oh yeah, the #AbolishTuitionFees while delivering #Austerity, #Trident &amp; selling off the #RoyalMail on the cheap, THOSE @Lib Dems...
Thankfully Scotland has a better way than the Big Three (or Wee Three as we call them)
Come ON @theSNP #DissolveTheUnion",Politics,3,"{'label': 'Politics', 'score': 0.9756639003753662}",,0.0,0
504,@HandmadeHour #royalmail but occasionally #parcelforce if I am posting something massive,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9607384204864502}",,0.0,0
505,no postie again - and they are going on strike - think ours have already #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9620810747146606}",,0.0,0
506,Royal Mail delivery updates as towns still left without post #royalmail 📨 ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.964107096195221}",,0.0,0
507,Another idiotic anti cyclist sticker I spotted today on a #royalmail… ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9640828371047974}",,0.0,0
508,#royalmail my family of six will stand with our postal workers against a threatening management,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9616730809211731}",,0.0,0
509,My new phone eventually delivered. left o/side in the rain. Thanks #RoyalMail not even a note through letter box to tell me its there?,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9637055993080139}",,0.0,0
510,When your order from America comes in and you get slapped with a giant customs charge 😢 whyyy #cantaffordthecharge #royalmail,Customer Service,0,"{'label': 'Customer Service', 'score': 0.957025408744812}",,0.0,0
511,"Think delivery services just fuckin me off this Xmas #DPD appear to have lost parcel sent on 14th and Xmas cards posted first class #RoyalMail the same day  and collected ,not arrived either anywhere, I know was/is strikes but that’s piss poor still so many days was working",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9631068706512451}",,0.0,0
512,"Want your business delivered thru 50,000 village letterboxes?

#royalmail delivery

Next deadline 21 June ",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9602954387664795}",,0.0,0
513,@goldchain_flu #royalmail are great at fobbing off with excuses it’s seemingly ok to deliver mail that’s sticking in your letter box so technically it’s not properly delivered but that’s acceptable to them😡,Customer Service,0,"{'label': 'Customer Service', 'score': 0.962524950504303}",,0.0,0
514,Royal Mail pays £5.8 million in a 'golden hello' to new Chief Executive and he doesn't even pay tax in this country. Might that money not have been better spent on 250 posties?... ,Politics,3,"{'label': 'Politics', 'score': 0.9694058299064636}",,0.0,0
515,#Postman / #Postwoman with #Driving - #Wallington Delivery Office @RoyalMailGroup  #Jobs #CustomerService #DrivingJobs #RoyalMail #SM1Jobs #SuttonJobs,Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9782816767692566}",,0.0,0
516,"Early start breakfast!               
.
.
.
#explore #lundy #lundyisland #postcards #royalmail… ",Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9765537977218628}",,0.0,0
517,#Postman / #Postwoman with #Driving @RoyalMailGroup  #NewMalden  #Jobs #RoyalMail #CustomerService #DrivingJobs #SM1Jobs #SuttonJobs,Royal Mail Jobs,4,"{'label': 'Royal Mail Jobs', 'score': 0.9783340692520142}",,0.0,0
518,"Royal Mail [LSE: RMG down to 399p, with fears on peniosn liabilities] Pension review update in full:  #RoyalMail",Financial News,1,"{'label': 'Customer Service', 'score': 0.9544323682785034}",,0.0,0
519,"#AA + #RestaurantGroup could be movers in the #FTSE reshuffle - with final decisions being announced after market close this Weds. #RoyalMail set for relegation from #FTSE100, with insurer #Hiscox replacing them. #shares #stocks #equities. #insurance #UK
",Financial News,1,"{'label': 'Financial News', 'score': 0.9697480797767639}",,0.0,0
520,"#Investor revolt over #RoyalMail boss's pay deal is biggest for years. #HarrowHour

",Politics,3,"{'label': 'Politics', 'score': 0.9617737531661987}",,0.0,0
521,#RoyalMail in talks to permanently ditch Saturday deliveries ,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9632087349891663}",,0.0,0
522,"@RichardpanterH1 @lucyeyeington Totally agree Lucy, a letter through the door, that isn't a bill, can make your day. Much more personal than an email and something you can hold and keep. Not to self...send a letter or card every month to someone using #royalmail",Customer Service,0,"{'label': 'Customer Service', 'score': 0.9612350463867188}",,0.0,0
523,Royal Mail are taking the royal biscuit tbh,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9571657180786133}",,0.0,0
524,#borisjohnson we are now a country without a postal system. #royalmail 5th world ?,Customer Service,0,"{'label': 'Customer Service', 'score': 0.9577130675315857}",,0.0,0
